LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE,CURRENT_BALANCE,FICO_SCORE,LTV,ORIG_VALUE,AVM_VALUE,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,LOAN_AGE,FICO_BIN,LTV_BIN
17690827,11/23/10,1/7/11,,,,2/4/11,BGMFRN,Hyperion Capital Group LLC,602765984,OR,No,No,7/27/10,238500,792,90,265000,,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,1/18/11,4,WFMBS 2006-5,6/1/13,34.16907945,"[700.0, 800.0)","(85.0, 90.0]"
22834601,4/19/11,4/25/11,,,,5/13/11,HIEIVG,"Wells Fargo Bank, N.A.",313145088,TX,No,No,12/1/10,265500,792,90,295000,,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,5/10/11,4,SEMT 2012-1,6/1/13,29.99650917,"[700.0, 800.0)","(85.0, 90.0]"
31369134,9/21/11,9/28/11,,10/10/11,,11/10/11,WPIUGB,"Wells Fargo Bank, N.A.",281085555,MD,No,No,5/20/11,302400,792,90,336000,,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/21/11,4,SEMT 2012-1,6/1/13,24.41117887,"[700.0, 800.0)","(85.0, 90.0]"
29119854,11/23/10,1/6/11,,,,2/9/11,ZRQOUK,Community Financial Members Federal Credit Un,90004081,MI,No,No,8/9/10,378000,792,90,420000,,,,P,B,Credit Unions,Mike Willams,1/3/11,4,SEMT 2012-5,6/1/13,33.74196595,"[700.0, 800.0)","(85.0, 90.0]"
33539885,12/8/11,12/12/11,,12/19/11,,12/19/11,XFBNHA,Cenlar Federal Savings Bank,35701283,OH,No,No,8/28/11,168581,792,91.12000275,185000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/19/11,4,WFMBS 2006-5,6/1/13,21.12569047,"[700.0, 800.0)","(90.0, 95.0]"
21133378,12/20/11,12/27/11,,1/2/12,,1/5/12,VZTYKR,Churchill Mortgage Corporation,DAL11003570,TX,No,No,11/18/11,284000,792,93.41999817,325000,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,1/4/12,4,WFMBS 2006-AR4,6/1/13,18.43158997,"[700.0, 800.0)","(90.0, 95.0]"
34258119,7/11/12,7/12/12,,7/20/12,,8/10/12,OGVXMJ,Arizona State Credit Union,1427605017,AZ,No,No,5/25/12,341950,792,93.68000031,365000,,,,R,B,Credit Unions,Mike Willams,8/7/12,4,SEMT 2012-1,6/1/13,12.22201688,"[700.0, 800.0)","(90.0, 95.0]"
17606294,12/20/11,1/12/12,,2/1/12,,3/5/12,XDJHTE,"Mortgage Investors Group, Inc.",10104959,TN,No,No,10/25/11,168700,792,94.77999878,178000,,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,3/5/12,4,SEMT 2012-1,6/1/13,19.22010719,"[700.0, 800.0)","(90.0, 95.0]"
17388727,12/10/12,10/10/12,11/2/12,11/26/12,,1/16/13,UTGDWC,CCFCU Funding LLC,71640,NY,No,No,7/19/12,199500,792,95,211000,,,,P,B,Credit Unions,Steve Winston,1/10/13,4,WFMBS 2006-5,6/1/13,10.41499825,"[700.0, 800.0)","(90.0, 95.0]"
23451290,1/11/13,1/16/13,,,,,DMLKXX,Homeowners Mortgage a subsidiary of,433100526,SC,No,No,11/29/12,332500,792,95,350000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/13,6.045298671,"[700.0, 800.0)","(90.0, 95.0]"
30236727,7/11/12,7/12/12,,8/23/12,,10/3/12,RKSFVB,Bank of England,412596801,UT,No,No,3/30/12,363850,792,95,390000,,,,P,B,Community Banks,Mike Willams,9/28/12,4,WFMBS 2006-AR4,6/1/13,14.06189039,"[700.0, 800.0)","(90.0, 95.0]"
24752985,3/15/12,3/19/12,,4/12/12,,6/15/12,KPGUWR,U.S. Bank N.A.,2200214113,IA,No,No,1/24/12,184000,793,82.13999939,224000,,,,R,B,Bank Owned Mortgage Company - National,Allie Martin,6/4/12,4,WFMBS 2006-AR4,6/1/13,16.23031274,"[700.0, 800.0)","(0.0, 85.0]"
26677365,1/11/13,1/16/13,,,,,PBOJXW,Union National Mortgage Co,432539344,OH,No,No,11/9/12,116000,793,82.86000061,140000,,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/13,6.702396353,"[700.0, 800.0)","(0.0, 85.0]"
34050769,3/15/12,3/19/12,,3/27/12,,3/30/12,XOSHKC,CBC National Bank,410122477,GA,No,No,1/4/12,316500,793,83.29000092,380000,,,,R,B,Community Banks,Mike Willams,3/29/12,4,WFMBS 2006-AR4,6/1/13,16.88741042,"[700.0, 800.0)","(0.0, 85.0]"
28243702,4/9/10,,,,,4/9/10,SNBRJG,Charter Bank,10141752,NM,No,No,1/14/10,135000,793,84.37999725,,,,,P,B,Community Banks,,,5,SEMT 2012-1,6/1/13,40.54292696,"[700.0, 800.0)","(0.0, 85.0]"
31355323,1/11/13,1/16/13,,1/23/13,,,TXCHOM,Wallick & Volk Inc,1429592445,AZ,No,No,10/2/12,220150,793,85,259000,213000,,,R,B,Mortgage Banker - Bank Owned,Eric Miller,1/31/13,1,SEMT 2012-1,6/1/13,7.950881948,"[700.0, 800.0)","(0.0, 85.0]"
23825611,3/19/10,,,,,3/19/10,TWVSNW,Weichert Financial Services,1422435386,NJ,No,No,12/1/09,446250,793,85,,,,,P,B,Mortgage Banker - (Large),,,5,WFMBS 2006-AR4,6/1/13,41.98854186,"[700.0, 800.0)","(0.0, 85.0]"
28259742,3/15/12,3/19/12,,4/10/12,,6/1/12,OTQTQT,The Bank Of Canton,6800466185,MA,No,No,1/3/12,253600,793,86.26000214,294000,,,,R,B,Community Banks,Steve Winston,5/24/12,4,WFMBS 2006-AR4,6/1/13,16.9202653,"[700.0, 800.0)","(85.0, 90.0]"
26793938,6/1/10,9/2/10,,,,2/22/11,TSMMKM,SpiritBank,215354089,OK,No,No,2/22/10,305000,793,86.65000153,352000,,,,R,B,Community Banks,Steve Winston,11/1/10,4,SEMT 2012-1,6/1/13,39.26158648,"[700.0, 800.0)","(85.0, 90.0]"
26186452,4/9/10,4/30/10,,,9/30/10,9/23/10,BZEHVQ,"Sovereign Bank, F.S.B.",126205635,PA,No,No,1/22/10,380800,793,89.59999847,425000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,9/2/10,4,WFMBS 2006-AR4,6/1/13,40.28008789,"[700.0, 800.0)","(85.0, 90.0]"
31299091,1/11/13,1/16/13,1/31/13,,,,KIVJLH,Franklin Loan Corporation,294584388,CA,No,No,10/3/12,417000,793,89.68000031,475000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,7.918027064,"[700.0, 800.0)","(85.0, 90.0]"
20773368,3/15/12,3/19/12,,3/27/12,,4/10/12,TAKQMJ,Residential Mortgage Group Inc,409379138,MN,No,No,12/16/11,129060,793,90,153000,,,,P,B,Community Banks,Allie Martin,4/10/12,4,SEMT 2012-1,6/1/13,17.51165322,"[700.0, 800.0)","(85.0, 90.0]"
26945966,11/23/10,1/12/11,,,,2/16/11,XLJETE,Westconsin Credit Union,800302-40,WI,No,No,7/6/10,164250,793,90,182500,,,,P,B,Credit Unions,Steve Winston,1/31/11,4,SEMT 2012-1,6/1/13,34.85903201,"[700.0, 800.0)","(85.0, 90.0]"
31835525,6/21/11,6/23/11,,7/6/11,,7/15/11,WBYYSL,First Place Bank,569063367,MI,No,No,4/29/11,281511,793,90,310000,,,,P,B,Community Banks,Mike Willams,7/15/11,4,SEMT 2012-1,6/1/13,25.10113144,"[700.0, 800.0)","(85.0, 90.0]"
29453042,12/20/11,12/22/11,1/17/12,1/17/12,,2/8/12,OLJOZY,Central Banc Mortgage Corporation,2011082400,WA,No,No,11/17/11,324000,793,90,360000,,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,2/8/12,4,SEMT 2012-5,6/1/13,18.46444486,"[700.0, 800.0)","(85.0, 90.0]"
20627276,6/21/11,6/23/11,,6/27/11,,8/12/11,XSGCHP,First Savings Mortgage Corporation,376805115,MD,No,Yes,4/4/11,365395,793,90,410000,,,,P,B,Mortgage Banker - (Large),Mike Willams,7/11/11,4,SEMT 2012-1,6/1/13,25.92250354,"[700.0, 800.0)","(85.0, 90.0]"
17413011,11/15/10,11/15/10,,,,12/1/10,VPOQLI,Provident Funding Associates LP,372892687,NJ,No,No,9/1/10,382200,793,90,425000,,No,,R,B,Mortgage Banker - (Large),Steve Winston,12/1/10,4,WFMBS 2006-5,6/1/13,32.98630362,"[700.0, 800.0)","(85.0, 90.0]"
15701161,9/22/11,9/22/11,,,,10/18/11,RWMCQN,Sierra Pacific Mortgage Services Inc,780648,CA,No,No,6/22/11,702900,793,90,782000,,,,P,B,Mortgage Banker - (Large),Mike Willams,9/28/11,4,SEMT 2012-5,6/1/13,23.3269677,"[700.0, 800.0)","(85.0, 90.0]"
27431164,6/21/11,6/23/11,,7/12/11,,8/15/11,JPQOOQ,Grow Financial Federal Credit Union,33046459,FL,No,No,1/28/11,113000,793,94.95999908,125000,,,,P,B,Credit Unions,Mike Willams,7/29/11,4,SEMT 2012-1,6/1/13,28.09092589,"[700.0, 800.0)","(90.0, 95.0]"
30514418,11/23/10,1/7/11,,,,4/25/11,XQEMQR,First Michigan Bank,901339,MI,No,No,8/31/10,105925,793,95,113000,,,,P,B,Community Banks,Allie Martin,3/21/11,4,SEMT 2012-5,6/1/13,33.0191585,"[700.0, 800.0)","(90.0, 95.0]"
19134853,6/21/11,6/23/11,,6/29/11,,8/12/11,RDQIKF,Silver State Schools Credit Union,3011363001,NV,No,No,1/11/11,112000,793,95,119000,,,,P,B,Credit Unions,Mike Willams,7/1/11,4,SEMT 2012-5,6/1/13,28.64945892,"[700.0, 800.0)","(90.0, 95.0]"
27899879,6/1/10,7/13/10,,,,2/7/11,ILXIZT,Idaho Central Credit Union,60499654,ID,No,No,3/22/10,118275,793,95,,,,,P,B,Credit Unions,Steve Winston,7/13/10,4,SEMT 2012-5,6/1/13,38.34164973,"[700.0, 800.0)","(90.0, 95.0]"
23963509,1/11/13,1/16/13,1/31/13,,,,ZKQCBL,Metropolitan National Bank,6800620034,MO,No,No,10/24/12,182400,793,95,194000,,,,P,B,Community Banks,,,,WFMBS 2006-AR4,6/1/13,7.228074498,"[700.0, 800.0)","(90.0, 95.0]"
19326337,4/9/10,8/20/10,,,,9/23/10,QXNIVQ,The Huntington National Bank,61049904,MI,No,No,1/20/10,256500,793,95,,,,,P,B,Bank Owned Mortgage Company - National,Steve Winston,9/23/10,4,SEMT 2012-5,6/1/13,40.34579765,"[700.0, 800.0)","(90.0, 95.0]"
22309630,10/8/12,10/10/12,,11/9/12,,1/10/13,NLGSUI,GMFS LLC,43624,TN,No,No,8/26/12,284905,793,95,305000,,,,P,B,Mortgage Banker - Bank Owned,Eric Miller,12/27/12,4,SEMT 2012-1,6/1/13,9.166512659,"[700.0, 800.0)","(90.0, 95.0]"
23039893,1/11/13,1/16/13,,1/28/13,,,FAMMKO,Merrimack Mortgage Company Inc,430602128,MA,No,No,10/4/12,394725,793,95,440000,,,,P,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/13,7.88517218,"[700.0, 800.0)","(90.0, 95.0]"
26073322,12/20/11,12/28/11,1/19/12,1/20/12,,3/1/12,MSCKTB,Randolph Savings Bank,DAWIDOW,MA,No,No,9/1/11,256400,794,81.40000153,315000,,,,X,B,Community Banks,Steve Winston,3/1/12,4,SEMT 2012-1,6/1/13,20.99427093,"[700.0, 800.0)","(0.0, 85.0]"
18343220,6/1/10,8/9/10,,,,9/20/10,AWNUYM,MidFlorida Credit Union,2300156077,FL,No,No,3/3/10,144500,794,82.56999969,,,,,R,B,Credit Unions,Allie Martin,9/20/10,4,SEMT 2012-1,6/1/13,38.96589252,"[700.0, 800.0)","(0.0, 85.0]"
28024436,7/12/11,7/14/11,8/5/11,8/30/11,,9/6/11,UCTTAO,E Mortgage Management LLC,231405248,NJ,No,No,6/1/11,291601,794,84.27999878,346000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,9/6/11,4,WFMBS 2006-AR4,6/1/13,24.01692027,"[700.0, 800.0)","(0.0, 85.0]"
21663210,1/11/13,1/16/13,,1/29/13,,,SILYRR,Kirkston Mortgage Lending LLC,20120868,KY,No,No,11/1/12,169500,794,84.75,200000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,6.965235426,"[700.0, 800.0)","(0.0, 85.0]"
30168964,4/19/11,4/25/11,5/26/11,6/2/11,,6/27/11,XCTSOI,"Bank of America, N.A.",227313038,VA,No,No,3/8/11,377250,794,84.77999878,444975.23,,,,R,B,Bank Owned Mortgage Company - National,Mike Willams,6/27/11,4,SEMT 2012-1,6/1/13,26.80958541,"[700.0, 800.0)","(0.0, 85.0]"
30566793,12/20/11,1/20/12,,2/10/12,,3/21/12,BXUEGB,Ouachita Independent Bank,287639264,LA,No,No,10/6/11,184000,794,84.79000092,217000,189395,,,R,B,Community Banks,Mike Willams,3/12/12,4,SEMT 2012-1,6/1/13,19.84434999,"[700.0, 800.0)","(0.0, 85.0]"
23840837,11/23/10,1/20/11,,,,3/15/11,XAQDPF,Dort Federal Credit Union,201000420,MI,No,No,8/31/10,144200,794,84.81999969,170000,,,,R,B,Credit Unions,Allie Martin,3/10/11,4,WFMBS 2006-5,6/1/13,33.0191585,"[700.0, 800.0)","(0.0, 85.0]"
32457774,10/8/12,10/11/12,10/31/12,11/12/12,,12/27/12,WZDOHU,Solarity Credit Union,118556,WA,No,No,9/6/12,133875,794,85,157500,,,,X,B,Credit Unions,Mike Willams,12/27/12,4,WFMBS 2006-AR4,6/1/13,8.805108934,"[700.0, 800.0)","(0.0, 85.0]"
23835020,11/23/10,1/11/11,,,,2/16/11,OOIXQJ,Superior Mortgage Services LLC,221971729,NM,No,No,7/28/10,146965,794,85,172900,177000,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,2/8/11,4,WFMBS 2006-AR4,6/1/13,34.13622456,"[700.0, 800.0)","(0.0, 85.0]"
23614398,6/21/11,6/23/11,,7/6/11,,7/26/11,EBEVZE,RMR Financial LLC,377115126,CA,No,Yes,4/11/11,270000,794,88.51999664,305000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,7/22/11,4,SEMT 2012-1,6/1/13,25.69251935,"[700.0, 800.0)","(85.0, 90.0]"
19326774,11/23/10,1/20/11,,,,3/21/11,GHNWFP,Advancial Federal Credit Union,3220068,TX,No,No,8/24/10,120500,794,88.59999847,136004.51,,,,R,B,Credit Unions,Mike Willams,3/21/11,4,SEMT 2012-1,6/1/13,33.24914269,"[700.0, 800.0)","(85.0, 90.0]"
31508695,3/18/11,3/29/11,,,,5/19/11,OTSPAR,JPMorgan Chase Bank NA,1584180632,IL,No,Yes,2/22/11,83700,794,90,93000,88000,,,P,B,Bank Owned Mortgage Company - National,,,5,WFMBS 2006-5,6/1/13,27.26955379,"[700.0, 800.0)","(85.0, 90.0]"
23765674,11/23/10,1/6/11,,,,3/21/11,YODFVH,Farmers & Merchants Bank,6800327000,VA,No,No,7/1/10,100237,794,90,133000,,,,P,B,Community Banks,Steve Winston,3/21/11,4,WFMBS 2006-5,6/1/13,35.02330643,"[700.0, 800.0)","(85.0, 90.0]"
32904283,11/23/10,1/7/11,,,,3/15/11,GPIWHV,Georgia Bank & Trust,371092487,GA,No,No,5/24/10,145349,794,90,168000,,,,P,B,Community Banks,Allie Martin,2/9/11,4,SEMT 2012-5,6/1/13,36.27179203,"[700.0, 800.0)","(85.0, 90.0]"
24500754,11/23/10,12/29/10,,,,3/15/11,FUNAFF,Space Coast Credit Union,545156,FL,No,No,2/5/10,147600,794,90,165000,,,,P,B,Credit Unions,Mike Willams,1/25/11,4,WFMBS 2006-AR4,6/1/13,39.82011951,"[700.0, 800.0)","(85.0, 90.0]"
23999382,12/20/11,12/28/11,,1/9/12,,1/30/12,GTJPUC,NexBank SSB,M1011659,TX,No,No,10/25/11,150300,794,90,167000,,,,P,B,Community Banks,Steve Winston,1/25/12,4,SEMT 2012-5,6/1/13,19.22010719,"[700.0, 800.0)","(85.0, 90.0]"
21604186,12/20/11,1/3/12,,2/1/12,,3/6/12,WZPGYY,NVR Mortgage Finance Inc,1106290966,SC,Yes,No,10/12/11,199961,794,90,225000,,,,P,B,Mortgage Banker - (Large),Mike Willams,3/5/12,4,SEMT 2012-5,6/1/13,19.64722068,"[700.0, 800.0)","(85.0, 90.0]"
18248168,9/21/11,9/28/11,,11/4/11,,12/29/11,FDMOOC,"Bank of America, N.A.",235288772,MA,No,No,5/31/11,301860,794,90,335500,,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,11/29/11,4,WFMBS 2006-5,6/1/13,24.04977515,"[700.0, 800.0)","(85.0, 90.0]"
24874578,4/19/11,4/28/11,,5/17/11,,6/16/11,GBIHWU,Castle & Cooke Mortgage LLC,1017103234,NV,No,No,3/21/11,351000,794,90,390000,,,,P,G,Mortgage Banker - Bank Owned,Mike Willams,5/25/11,4,SEMT 2012-1,6/1/13,26.38247192,"[700.0, 800.0)","(85.0, 90.0]"
26833424,7/11/12,7/12/12,,7/30/12,,8/1/12,KYVMJO,Franklin American Mortgage Company,413047929,TX,Yes,No,4/13/12,362700,794,90,410000,,,,P,B,Mortgage Banker - (Large),Steve Winston,7/25/12,4,WFMBS 2006-5,6/1/13,13.60192201,"[700.0, 800.0)","(85.0, 90.0]"
34425735,9/21/11,9/28/11,,10/7/11,,10/17/11,UTHKAD,DAS Acquisition Company LLC,231267468,MO,No,No,6/23/11,378000,794,90,422000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,10/13/11,4,WFMBS 2006-5,6/1/13,23.29411282,"[700.0, 800.0)","(85.0, 90.0]"
15803669,6/21/11,6/23/11,7/26/11,8/8/11,,8/23/11,QZNADD,Resource Lenders Inc,376907705,CA,No,No,4/12/11,400500,794,90,445000,,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/23/11,4,WFMBS 2006-5,6/1/13,25.65966447,"[700.0, 800.0)","(85.0, 90.0]"
28230341,9/21/11,9/28/11,,11/4/11,,12/29/11,YHURXZ,"Bank of America, N.A.",235486288,VA,No,No,6/21/11,436500,794,90,500000,,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,12/19/11,4,SEMT 2012-1,6/1/13,23.35982258,"[700.0, 800.0)","(85.0, 90.0]"
22016395,3/15/12,3/19/12,,4/5/12,,5/4/12,JNUPWG,TBI Mortgage Company,410001515,VA,Yes,No,1/4/12,481925,794,90,560000,,,,P,B,Mortgage Banker - (Large),Mike Willams,5/3/12,4,WFMBS 2006-AR4,6/1/13,16.88741042,"[700.0, 800.0)","(85.0, 90.0]"
20665623,10/1/12,10/2/12,,10/16/12,,11/6/12,IUADMY,Atlantic Coast Mortgage LLC,6800574477,DC,No,No,7/13/12,495000,794,90,553000,490000,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,10/26/12,4,SEMT 2012-5,6/1/13,10.61212756,"[700.0, 800.0)","(85.0, 90.0]"
32042846,7/11/12,7/12/12,,8/10/12,10/12/12,10/24/12,HJLKUU,Monarch Bank,1100050596,VA,No,No,5/22/12,495000,794,90,559000,,,,P,B,Community Banks,Allie Martin,10/2/12,4,SEMT 2012-5,6/1/13,12.32058153,"[700.0, 800.0)","(85.0, 90.0]"
17244089,10/8/12,10/10/12,,11/12/12,,12/27/12,RYIOKT,Stockton Mortgage Corporation,6850430128,KY,No,No,8/6/12,297000,794,91.37999725,325000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,12/27/12,4,WFMBS 2006-AR4,6/1/13,9.823610341,"[700.0, 800.0)","(90.0, 95.0]"
15313612,2/5/13,,,,,,TMADDI,Dovenmuehle Mortgage Inc,1429584152,WA,No,No,9/27/12,187500,794,91.45999908,205000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/13,8.115156369,"[700.0, 800.0)","(90.0, 95.0]"
21635497,1/11/13,1/16/13,,2/4/13,,,ZUVFKD,Capital Financial Mortgage Corp,3341911,PA,No,No,10/26/12,299000,794,93.44000244,320000,,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-5,6/1/13,7.16236473,"[700.0, 800.0)","(90.0, 95.0]"
32209047,7/11/12,7/12/12,,7/16/12,,7/26/12,CAETYH,Stonegate Mortgage Corporation,323308,OH,No,No,6/6/12,174000,794,94.05000305,185000,,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,7/24/12,4,WFMBS 2006-5,6/1/13,11.82775827,"[700.0, 800.0)","(90.0, 95.0]"
32016592,8/10/12,,,,11/8/12,11/15/12,AEXPLX,First Bank Mortgage,,GA,No,No,,126350,794,95,133500,,,,P,B,Community Banks,Rob Jacobs,9/14/12,4,SEMT 2012-5,6/1/13,,"[700.0, 800.0)","(90.0, 95.0]"
21631716,11/3/11,11/8/11,,11/16/11,,1/17/12,RIKHEI,Allied Home Mortgage Corp,3787266,AL,No,No,7/27/11,147250,794,95,165000,191000,,,P,B,Mortgage Banker - (Large),Mike Willams,12/19/11,4,WFMBS 2006-AR4,6/1/13,22.17704676,"[700.0, 800.0)","(90.0, 95.0]"
29234832,6/1/10,9/22/10,,,,12/7/10,IFGSDL,Consumer Loan Services Inc,20366,WI,No,No,3/16/10,157700,794,95,174000,,,,P,B,Credit Unions,Steve Winston,12/7/10,4,WFMBS 2006-5,6/1/13,38.53877903,"[700.0, 800.0)","(90.0, 95.0]"
22864095,3/15/12,3/19/12,,3/27/12,,4/2/12,HOZZGV,Alaska USA Federal Credit Union,36272227,AK,No,Yes,12/30/11,166250,794,95,180000,,,,P,B,Credit Unions,Mike Willams,4/2/12,4,WFMBS 2006-AR4,6/1/13,17.05168484,"[700.0, 800.0)","(90.0, 95.0]"
16104476,4/19/11,5/9/11,,5/17/11,,6/1/11,IHGKMJ,StellarOne Bank,602935475,SC,No,No,12/28/10,218500,794,95,230000,,,,R,B,Community Banks,Allie Martin,5/31/11,4,SEMT 2012-1,6/1/13,29.1094273,"[700.0, 800.0)","(90.0, 95.0]"
20753890,4/20/11,4/29/11,,,,5/31/11,WYWJDU,Nova Financial & Investment Corporation,602970010,AZ,No,No,1/12/11,351500,794,95,370000,303000,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,5/20/11,4,WFMBS 2006-5,6/1/13,28.61660404,"[700.0, 800.0)","(90.0, 95.0]"
19987800,4/19/11,5/4/11,5/19/11,5/24/11,,7/8/11,NEWTAB,Robins Federal Credit Union,11640,GA,No,No,12/3/10,161544,795,80.76999664,200000,,,,R,B,Credit Unions,Mike Willams,6/9/11,4,WFMBS 2006-AR4,6/1/13,29.9307994,"[700.0, 800.0)","(0.0, 85.0]"
21446994,12/20/11,1/5/12,,1/11/12,,2/3/12,KHFJJX,Tampa Bay Federal Credit Union,542507-90,FL,No,No,10/24/11,286500,795,81.86000061,350000,,,,R,B,Credit Unions,Mike Willams,2/1/12,4,WFMBS 2006-5,6/1/13,19.25296207,"[700.0, 800.0)","(0.0, 85.0]"
31363652,6/1/10,7/28/10,,,,8/31/10,KDBYRN,Kern Schools Federal Credit Union,721885031,CA,No,No,6/15/09,229500,795,84.37999725,272000,,,,X,B,Credit Unions,Mike Willams,8/31/10,4,WFMBS 2006-5,6/1/13,47.54101727,"[700.0, 800.0)","(0.0, 85.0]"
27054062,6/1/10,9/20/10,,,,10/8/10,THUPZN,TwinStar Credit Union,534099,WA,No,No,6/10/09,222000,795,84.41000366,263000,,,,X,B,Credit Unions,Mike Willams,10/8/10,4,WFMBS 2006-AR4,6/1/13,47.70529169,"[700.0, 800.0)","(0.0, 85.0]"
32734976,6/1/10,9/21/10,,,,2/23/11,AOKYKU,First New Mexico Bank,60500121,NM,No,No,3/18/10,154900,795,88.55999756,,,,,P,B,Community Banks,Allie Martin,12/6/10,4,WFMBS 2006-AR4,6/1/13,38.47306926,"[700.0, 800.0)","(85.0, 90.0]"
19949297,3/15/12,3/19/12,,3/27/12,,4/11/12,ZINNSZ,Kinecta Federal Credit Union,1426142129,WA,No,No,12/9/11,252500,795,88.59999847,285000,,,,R,B,Credit Unions,Allie Martin,4/2/12,4,WFMBS 2006-5,6/1/13,17.74163741,"[700.0, 800.0)","(85.0, 90.0]"
31609430,6/1/10,9/21/10,,,,1/18/11,NBSDOZ,Landmark Credit Union,8030772,WI,No,No,6/9/09,256000,795,88.88999939,288000,,,,P,B,Credit Unions,Allie Martin,12/10/10,4,SEMT 2012-5,6/1/13,47.73814657,"[700.0, 800.0)","(85.0, 90.0]"
16700547,9/21/11,9/28/11,,10/10/11,,11/10/11,WROHSF,"Wells Fargo Bank, N.A.",321287617,PA,No,No,5/20/11,169500,795,89.20999908,190000,,,,R,B,Bank Owned Mortgage Company - National,Allie Martin,10/26/11,4,WFMBS 2006-AR4,6/1/13,24.41117887,"[700.0, 800.0)","(85.0, 90.0]"
16806203,11/23/10,1/11/11,,,,2/23/11,BUKCBF,The Bankers Guarantee Title & Trust Company,55068,OH,No,No,7/6/10,133200,795,90,148000,134000,,,R,B,Mortgage Banker - Bank Owned,Steve Winston,2/23/11,4,WFMBS 2006-5,6/1/13,34.85903201,"[700.0, 800.0)","(85.0, 90.0]"
22321160,1/11/13,1/16/13,,,,,KURPEW,Sunstreet Mortgage LLC,7116992236,AZ,No,No,10/17/12,159300,795,90,177000,,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/13,7.458058687,"[700.0, 800.0)","(85.0, 90.0]"
19011787,6/21/11,6/23/11,7/15/11,7/19/11,,8/17/11,XKXIGG,1st Advantage Mortgage LLC,1167289525,IL,No,No,5/9/11,270000,795,90,318000,298000,,,P,B,Mortgage Banker - Bank Owned,Steve Winston,8/10/11,4,SEMT 2012-1,6/1/13,24.7725826,"[700.0, 800.0)","(85.0, 90.0]"
33609852,4/9/10,4/30/10,,,,9/16/10,IVVADL,SIRVA Mortgage,218700425,OH,No,No,1/4/10,344700,795,90,,,,,P,B,Mortgage Banker - Bank Owned,Allie Martin,5/4/10,4,WFMBS 2006-5,6/1/13,40.8714758,"[700.0, 800.0)","(85.0, 90.0]"
31640922,10/8/12,10/10/12,,11/5/12,,12/20/12,FCAEEA,Alliant Credit Union,161002019,PA,No,No,7/31/12,411750,795,90,458000,,,,P,B,Credit Unions,Mike Willams,12/14/12,4,WFMBS 2006-5,6/1/13,10.02073965,"[700.0, 800.0)","(85.0, 90.0]"
31370813,11/23/10,1/7/11,,,,4/28/11,EIUXTT,Franklin American Mortgage Company,223116581,NJ,No,No,8/25/10,531000,795,90,590000,,,,P,B,Mortgage Banker - (Large),Mike Willams,4/4/11,4,SEMT 2012-1,6/1/13,33.21628781,"[700.0, 800.0)","(85.0, 90.0]"
25844859,11/23/10,1/20/11,,,,2/9/11,VWDNMV,Amerisave Mortgage Corporation,1122151482,PA,No,No,7/21/10,59000,795,92.19000244,64000,,,,R,B,Mortgage Banker - (Large),Allie Martin,12/29/10,4,WFMBS 2006-5,6/1/13,34.36620875,"[700.0, 800.0)","(90.0, 95.0]"
